"","X","MID","condition","side","party","Q1.att_1","Q2.attT2_1","Q3.congruent","Q4.fitworldview","Q5.morals","Q6.important","Q7.coremoral","Q8.elab.deep","Q8.elab.effort","Q8.elab.thought","Q9.lib.simval","Q10.cons.simval","recep1.arg","recep2.arg","recep3.gen","recep4.gen","dem.gender","dem.age","dem.eth","dem.ideology","argument.x","att.check","username","timer","argument.y","Exclude."
"686",686,"d37808f5","control","in favor of","",16,20,4,5,3,1,3,4,3,5,2,6,4,5,2,2,1,2,6,6,"A UBI would essentially make every one who is citizen of the United States equal. Equality of salary would be good to bring the country together. There would still be opportunity for extra incomes with people doing side jobs.",3,"61ce072e",1,"A UBI would essentially make every one who is citizen of the United States equal. Equality of salary would be good to bring the country together. There would still be opportunity for extra incomes with people doing side jobs.",""
"687",687,"c1768b1b","control","in favor of","",50,50,1,1,1,4,4,7,7,7,1,7,4,7,4,7,1,4,6,6,"The main thing that would be good about this form of income would be that there would be income equality. There would be no rich and no poor, everyone would be on the same playing field. ",3,"2c99866f",1,"The main thing that would be good about this form of income would be that there would be income equality. There would be no rich and no poor, everyone would be on the same playing field. ",""
"688",688,"c69bf317","opposing party argument","in favor of","conservative",32,47,5,6,6,3,3,3,6,5,5,2,4,5,3,2,1,4,6,3,"No one will ever be left behind and will have money for housing.  In addition, they will have money to buy food so no one will be hungry.  It is believed this will cut down on crimes too.",3,"42b6b0ff",605,"No one will ever be left behind and will have money for housing.  In addition, they will have money to buy food so no one will be hungry.  It is believed this will cut down on crimes too.",""
"689",689,"bad38c30","same party argument","against","conservative",72,53,2,3,2,2,4,4,5,5,3,5,5,5,4,4,1,5,6,5,"Implementing a UBI will raise taxes in order to fund the program. In addition, it will encourage unemployed or low income people to stop looking for better employment or quit working altogether. Citizens are not automatically entitled to government funding. ",3,"2cd0ff41",72,"Implementing a UBI will raise taxes in order to fund the program. In addition, it will encourage unemployed or low income people to stop looking for better employment or quit working altogether. Citizens are not automatically entitled to government funding. ",""
"690",690,"5f709c45","same party argument","against","liberal",100,75,5,5,5,1,1,3,4,4,5,3,5,5,5,5,1,2,2,3,"that if UBI exists, then everyone might become lazy. People might not want to work anymore, thinking that UBI will just provide for their basic needs. UBI might be unfair to some people.",3,"c4d1af01",317,"that if UBI exists, then everyone might become lazy. People might not want to work anymore, thinking that UBI will just provide for their basic needs. UBI might be unfair to some people.",""
"691",691,"77a9aedb","same party argument","in favor of","liberal",7,4,5,5,5,2,2,3,4,4,4,4,2,2,2,2,1,3,6,3,"That income equality is a basic right. Everyone deserves a basic standard of living. ",3,"34c1bd47",685,"That income equality is a basic right. Everyone deserves a basic standard of living. ",""
"692",692,"89bb34dd","control","against","",55,45,7,1,1,3,7,7,7,7,4,6,7,7,5,3,1,4,6,6,"This will increase the likelihood of people simply living off the system. Why would some people bother working if money is handed to them for doing nothing? Shouldn't we have some sort of requirement in place if we were to do this?",3,"1962e81b",1,"This will increase the likelihood of people simply living off the system. Why would some people bother working if money is handed to them for doing nothing? Shouldn't we have some sort of requirement in place if we were to do this?",""
"693",693,"902cb5a2","control","against","",50,50,3,2,2,1,4,5,5,4,7,1,5,5,5,5,1,2,6,2,"that it takes away funding from other programs such as food stamps.",3,"4fb9c556",1,"that it takes away funding from other programs such as food stamps.",""
"694",694,"26a460a9","opposing party argument","against","conservative",74,76,1,1,1,5,7,4,4,1,7,4,7,7,5,7,1,4,6,2,"Conservatives often spew hatred, in my opinion, towards others they deem are different. They don't want the lives of those they hate to improve. God forbid that their lives be viewed as more well-off than theirs.",3,"411d4abf",824,"Conservatives often spew hatred, in my opinion, towards others they deem are different. They don't want the lives of those they hate to improve. God forbid that their lives be viewed as more well-off than theirs.",""
"695",695,"4657703c","opposing party argument","against","liberal",100,100,5,6,7,7,7,5,6,6,4,4,7,7,3,4,1,3,7,5,"That they are against universal basic income from the government because it will cause their taxes to be increased, or they will have to pay additional taxes owed to the IRS because of a heavier tax burden. A liberal might also that that it is a system of control by the government and individual rights are being infringed upon",3,"eb4b4743",451,"That they are against Universal Basic Income from the government because it will cause their taxes to be increased, or they will have to pay additional taxes owed to the IRS because of a heavier tax burden. A liberal might also that that it is a system of control by the government and individual rights are being infringed upon",""
"696",696,"ada611d8","same party argument","against","liberal",62,50,4,3,3,3,3,5,5,4,5,2,5,6,4,6,1,2,6,2,"a UBI would negatively affect certain classes of people because it would eliminate certain government programs (welfare, food stamps, etc). Liberals strongly support this government aid, and may be against a UBI depending on what forms of government assistance is eliminated.",3,"63861404",775,"a UBI would negatively affect certain classes of people because it would eliminate certain government programs (welfare, food stamps, etc). Liberals strongly support this government aid, and may be against a UBI depending on what forms of government assistance is eliminated.",""
"697",697,"98fca07b","same party argument","against","liberal",95,50,4,4,4,4,4,6,6,6,5,1,7,7,7,7,2,2,2,2,"UBI might favor the rich and would make them even richer. UBI should be changed to favor the lower income families that really need the money.",3,"5be0fd85",695,"UBI might favor the rich and would make them even richer. UBI should be changed to favor the lower income families that really need the money.",""
"698",698,"530b2090","control","against","",100,100,2,2,3,5,5,3,3,4,5,3,3,2,3,3,2,4,6,1,"People should only make what they earn. If they don't earn money, they shouldn't be given it.",4,"3bcfa2ea",1,"People should only make what they earn. If they don't earn money, they shouldn't be given it.",""
"699",699,"86899f40","opposing party argument","against","conservative",80,80,4,5,5,4,3,5,5,5,5,5,5,6,6,6,2,2,6,3,"The government should not have to pay people to live their lives. It is not the responsibility of the state to take of people, only defend them from enemies. Also, it will be inefficient and cost way too much money.",3,"a72a674a",51,"The government should not have to pay people to live their lives. It is not the responsibility of the state to take of people, only defend them from enemies. Also, it will be inefficient and cost way too much money.",""
